,logFC,AveExpr,t,P.Value,adj.P.Val,B
AT2G31160,0.82052754569782,2.57266461580002,4.63429419156177,0.000147484984537366,0.00385251979435895,1.06931863903389
AT2G15970,-0.769831371944054,7.99541636718147,-4.63356745129135,0.000147738727422512,0.00385437175008237,0.758180915256334
AT3G44430,0.588137339738013,4.72231912721735,4.63252601574596,0.000148103114317086,0.00385502872179984,0.869369607129217
AT1G32190,0.87610920481904,4.25766322427687,4.63245024355597,0.000148129661511284,0.00385502872179984,0.938737806107591
AT1G73780,1.36636305451702,1.46850402923751,4.63066988837536,0.0001487548010451,0.0038641275125838,1.05940211279761
AT4G22820,-0.562262772330355,6.2759790458973,-4.63039729241036,0.000148850752716429,0.0038641275125838,0.757727799249805
AT1G16630,1.08450896833547,4.29089676461573,4.62900175667709,0.000149342948768687,0.0038641275125838,0.900569058271168
AT2G47990,0.980809848710977,4.38092738998987,4.62854470215208,0.000149504505246184,0.0038641275125838,0.914450506412314
AT5G48440,0.477772485216562,4.42280741821676,4.62849056443276,0.000149523653140529,0.0038641275125838,0.893838643014441
AT3G17710,-0.682029698153358,3.21976986089289,-4.62786221677623,0.000149746073499527,0.0038641275125838,1.02640896517664
AT5G22130,0.858424558442656,3.70602089633734,4.62713081805825,0.00015000539164361,0.0038641275125838,0.974086106118319
AT4G17520,0.83508909653021,7.91292861588259,4.62690298510316,0.000150086262483182,0.0038641275125838,0.742816445131282
AT2G26690,-1.80495005830991,5.37532962552934,-4.62678248439374,0.000150129052789665,0.0038641275125838,0.831237358287884
AT5G01600,-1.1402030403633,7.76527085189623,-4.62458997046027,0.000150909774889622,0.00387948543252832,0.737756260270246
AT4G24970,0.69360481301768,2.77760066256708,4.62359768479751,0.000151264457364528,0.00388386694426827,1.03350929918722
AT5G52640,-2.05187739338494,6.00719000337606,-4.62191323020718,0.000151868473735916,0.00389062993057876,0.786726377425325
AT4G02060,0.936959913939645,4.86755126091388,4.62183388767724,0.000151896984481324,0.00389062993057876,0.831817661538409
AT5G45410,-0.524700271535651,6.56669261631068,-4.62084730111114,0.000152251953000294,0.00389498928306577,0.729536462883327
AT3G03960,0.854867643686614,7.55448668995577,4.61902051792321,0.000152911428791963,0.00390444637263658,0.7231353456712
AT1G01500,-0.945012309838466,3.06318216501968,-4.6187976998567,0.000152992063747524,0.00390444637263658,1.01197510862282
AT1G09200,0.821059548412039,6.40512144450634,4.61638882473062,0.000153866545440541,0.00392201545089069,0.725007330795342
AT3G13580,0.635615551945262,6.85553355381916,4.6157891622131,0.000154085019981749,0.00392283907997145,0.717240308238829
AT3G07030,0.461482785494708,4.78804463569114,4.61527924539367,0.000154271043515006,0.00392283907997145,0.826132172898654
AT2G18150,3.92804669444392,2.77777289646675,4.61400534640049,0.000154736766306779,0.00392994100451433,1.03179323567811
AT5G60360,-0.72717871194204,8.79441098050494,-4.61181137513017,0.000155542181312573,0.00394564281837429,0.712883999664993
AT5G51390,-1.45329652580371,1.53159815260179,-4.60984922359081,0.000156266073063061,0.00395924137039583,0.999097237370382
AT1G06960,0.670491501356075,3.6415194991539,4.60853246934037,0.000156753762898041,0.00396682991823614,0.926228369055364
AT3G61490,-0.785588804010168,4.43956043313892,-4.60708183585868,0.0001572928139736,0.00397569846350537,0.821792070843669
AT4G29080,0.975000330155284,5.61267464129631,4.60627768142749,0.000157592439816537,0.00397850135488933,0.735407390949138
AT1G05100,1.17394311080651,1.41996059918118,4.60481089096327,0.000158140444352588,0.00398085421876423,0.975817212645403
AT3G09600,0.804412799406369,5.65924181149466,4.60451550174125,0.000158251036205397,0.00398085421876423,0.74043033224432
AT1G10490,0.848010919044899,5.29952250740534,4.60438006773733,0.000158301767894472,0.00398085421876423,0.754247115169128
AT1G12270,0.64998175566968,6.12683535321557,4.60400854464014,0.000158441019428045,0.00398085421876423,0.701517867626994
AT3G17160,0.956071493799202,5.44812612445975,4.60023000838576,0.000159864293473675,0.00400855033905393,0.736115149672521
AT5G06160,0.579612777152909,5.27450512052329,4.60007312802194,0.000159923663906279,0.00400855033905393,0.738274854249074
AT3G46845,0.606045250398862,5.54248687369114,4.59932889378501,0.00016020561774711,0.00401084848231482,0.727302333785838
AT4G34480,-0.700823724367554,5.47630107931715,-4.59857886721772,0.000160490272802562,0.00401320871966548,0.722745078759159
AT2G33210,1.01408709097208,6.61185534969334,4.59642298283793,0.000161311329459551,0.00402896069313666,0.675407712370895
AT3G09070,0.959652435794625,5.12419980550702,4.59569348509058,0.000161590111986556,0.00403114740908474,0.744615250768583
AT3G22660,0.931818911619647,5.42599560436125,4.59420244517247,0.000162161434153051,0.00404061824107129,0.719338461901084
